notes,has_complication,ssn,hospital
normal risk,false,547-12-1201,AL
high risk,true,547-12-4775,AK
normal risk,false,547-42-6080,AK
normal risk,false,547-47-9847,AL
normal risk,false,547-62-0920,AK
normal risk,true,547-69-4414,AL
normal risk,false,548-01-9274,AL
normal risk,false,548-07-2784,AL
normal risk,true,548-13-5552,AR
normal risk,false,548-19-4684,AR
high risk,true,548-30-6381,AL
normal risk,false,548-34-8552,AL
normal risk,true,548-43-9814,AR
normal risk,false,548-59-2771,AR
normal risk,false,548-69-7233,AL
normal risk,true,548-81-6419,AL
normal risk,false,548-85-2113,AL
normal risk,false,548-90-6551,AL
normal risk,false,548-98-1167,AR
high risk,true,549-17-1249,AK
normal risk,false,549-17-3747,AK
normal risk,false,549-21-7301,AL
high risk,true,549-41-3438,AR
high risk,false,549-43-5962,AK
normal risk,false,549-49-2826,AL
normal risk,false,549-63-2219,AK
normal risk,false,549-74-2517,AR
normal risk,true,549-79-0349,AK
normal risk,false,549-85-5354,AK
normal risk,true,549-91-8767,AL
normal risk,true,550-10-5085,AK
normal risk,true,550-24-8808,AL
normal risk,false,550-25-3376,AR
normal risk,false,550-29-0182,AK
normal risk,false,550-38-2665,AR
normal risk,false,550-43-2669,AL
normal risk,true,550-43-6078,AK
high risk,true,550-51-8709,AL
normal risk,false,550-53-3264,AK
normal risk,false,550-64-2350,AK
normal risk,false,550-86-9348,AL
normal risk,false,551-04-7515,AR
normal risk,false,551-11-9032,AK
normal risk,true,551-18-1633,AK
normal risk,false,551-47-2137,AK
normal risk,false,551-50-4258,AK
normal risk,false,551-77-3434,AR
normal risk,false,551-79-0995,AL
normal risk,false,551-81-7621,AK
high risk,false,551-89-9256,AL
normal risk,true,551-95-3473,AK
normal risk,false,552-03-7085,AK
normal risk,false,552-32-2833,AK
high risk,true,552-36-6787,AL
normal risk,false,553-05-9942,AK
normal risk,false,553-21-0802,AL
normal risk,false,553-22-4803,AR
normal risk,false,553-48-8519,AR
normal risk,false,553-49-7006,AR
normal risk,false,553-74-2929,AK
normal risk,false,553-76-0307,AL
normal risk,true,553-84-6918,AL
normal risk,true,554-44-7112,AL
normal risk,false,554-53-3786,AK
normal risk,false,554-60-6241,AL
normal risk,true,554-71-9312,AR
normal risk,true,554-89-1798,AL
normal risk,false,554-96-8810,AR
normal risk,true,555-08-0562,AR
normal risk,false,555-12-9559,AK
normal risk,false,555-17-7286,AK
high risk,true,555-44-9227,AK
normal risk,false,555-56-0525,AK
normal risk,false,555-64-9393,AR
normal risk,false,555-81-6069,AK
high risk,false,555-98-3511,AL
normal risk,true,556-21-1299,AK
high risk,true,556-24-0997,AL
normal risk,false,556-24-1151,AR
high risk,false,556-30-0989,AL
high risk,true,556-45-4831,AR
normal risk,false,556-47-5793,AL
normal risk,false,556-55-8864,AR
normal risk,false,556-56-8415,AR
normal risk,false,556-65-0885,AK
normal risk,false,556-72-5474,AL
normal risk,false,556-85-5462,AK
normal risk,false,556-87-8177,AL
normal risk,false,556-96-9544,AL
normal risk,false,557-10-3587,AR
high risk,false,557-19-1807,AL
normal risk,false,557-31-6341,AK
normal risk,false,557-46-6207,AR
normal risk,false,557-58-2776,AL
normal risk,false,557-58-9443,AR
normal risk,false,557-75-0833,AK
normal risk,true,557-85-0956,AR
normal risk,true,557-86-3684,AL
normal risk,false,557-91-8427,AL
high risk,true,558-07-0635,AL
normal risk,false,558-12-8753,AR
normal risk,false,558-19-9457,AK
normal risk,false,558-31-9999,AK
normal risk,false,558-36-9510,AK
high risk,true,558-44-9651,AL
normal risk,false,558-54-8242,AR
normal risk,true,558-59-5546,AL
normal risk,false,558-81-8806,AL
high risk,true,558-88-3049,AR
normal risk,false,558-93-6941,AK
high risk,true,559-04-7116,AK
normal risk,true,559-08-5121,AR
normal risk,false,559-15-1449,AK
high risk,true,559-23-5552,AK
normal risk,true,559-29-8506,AK
normal risk,false,559-38-4798,AR
normal risk,false,559-50-6466,AL
normal risk,false,559-52-9130,AL
normal risk,false,559-74-1887,AK
normal risk,false,559-84-1366,AK
normal risk,false,559-95-5217,AK
normal risk,false,560-03-2654,AK
normal risk,false,560-13-4771,AK
normal risk,false,560-19-2908,AL
normal risk,false,560-22-9067,AK
high risk,true,560-31-4992,AL
normal risk,true,560-47-6813,AK
normal risk,false,560-53-6584,AL
normal risk,true,560-70-7653,AK
normal risk,false,560-88-0642,AR
normal risk,false,561-07-7428,AL
normal risk,false,561-30-8048,AK
high risk,true,561-60-8221,AR
normal risk,false,561-62-1954,AR
normal risk,false,561-65-8691,AR
normal risk,false,561-88-4694,AK
normal risk,true,561-90-8800,AR
high risk,true,561-95-0104,AK
high risk,true,561-99-4348,AR
normal risk,true,562-01-0060,AK
normal risk,false,562-09-0125,AL
normal risk,false,562-12-5446,AK
normal risk,true,562-17-2795,AL
normal risk,false,562-31-1741,AR
normal risk,false,562-32-8195,AR
normal risk,true,562-33-4679,AL
normal risk,false,562-36-3917,AK
normal risk,false,562-70-4847,AR
normal risk,false,562-77-7995,AL
high risk,false,562-87-7025,AK
normal risk,true,563-01-3275,AL
normal risk,false,563-07-9530,AR
normal risk,false,563-08-7677,AK
normal risk,false,563-67-3325,AL
normal risk,true,563-71-4578,AL
normal risk,false,563-83-2063,AK
normal risk,true,563-83-6076,AL
normal risk,true,563-91-8877,AR
normal risk,false,564-04-1529,AR
normal risk,false,564-17-4048,AK
normal risk,false,564-27-2526,AR
high risk,true,564-28-3189,AL
normal risk,false,564-30-4758,AL
high risk,true,564-34-8017,AK
normal risk,false,564-35-2600,AK
normal risk,false,564-59-3428,AL
normal risk,false,564-64-0632,AL
normal risk,true,564-75-3627,AK
normal risk,false,564-78-2917,AR
normal risk,false,564-78-3208,AL
normal risk,false,565-09-9436,AR
normal risk,false,565-10-2735,AR
normal risk,false,565-13-8850,AR
normal risk,false,565-54-4151,AK
high risk,false,565-57-2411,AK
normal risk,false,565-87-0315,AR
normal risk,false,565-89-0176,AK
normal risk,true,565-92-2871,AL
high risk,true,565-93-3066,AL
normal risk,false,565-93-6691,AL
high risk,true,565-96-7899,AR
normal risk,false,566-02-0298,AL
normal risk,true,566-47-2394,AK
normal risk,true,566-50-9854,AK
high risk,false,566-74-0912,AL
normal risk,false,567-10-6138,AK
normal risk,false,567-20-4068,AK
normal risk,false,567-24-5589,AK
normal risk,false,567-25-8666,AK
normal risk,false,567-27-4512,AL
normal risk,true,567-46-5347,AR
normal risk,false,567-71-3918,AL
normal risk,false,567-72-7554,AK
normal risk,false,567-96-0353,AL
normal risk,true,568-19-2015,AR
normal risk,false,568-40-4980,AL
normal risk,false,568-44-5096,AL
normal risk,false,568-63-9319,AK
high risk,true,568-66-2743,AL
normal risk,true,568-72-6555,AK
normal risk,false,568-74-2052,AR
normal risk,false,569-05-0962,AK
normal risk,false,569-09-2105,AK
normal risk,false,569-35-2164,AK
normal risk,true,569-59-3609,AR
normal risk,false,569-61-2799,AK
normal risk,false,569-63-3012,AK
normal risk,false,569-76-2480,AR
high risk,true,569-79-8072,AK
normal risk,true,569-86-6462,AK
normal risk,true,570-09-7258,AK
normal risk,false,570-29-8777,AK
normal risk,false,570-55-8351,AR
normal risk,true,570-75-9669,AL
normal risk,false,570-94-1670,AR
normal risk,false,570-94-6529,AK
high risk,false,570-97-4528,AL
normal risk,false,571-06-1714,AK
normal risk,false,571-16-5087,AK
normal risk,false,571-57-5069,AR
normal risk,true,571-84-5048,AR
normal risk,false,571-87-7774,AR
normal risk,false,571-94-6473,AK
normal risk,false,572-03-2304,AL
normal risk,false,572-21-2298,AL
normal risk,false,572-22-1708,AL
normal risk,false,572-36-4613,AL
normal risk,false,572-40-9577,AK
normal risk,false,572-52-5720,AL
high risk,true,572-65-7457,AL
normal risk,false,572-81-7756,AR
normal risk,false,572-97-8345,AL
normal risk,false,573-31-3370,AL
normal risk,false,573-32-3725,AK
normal risk,false,573-38-1355,AR
normal risk,false,573-41-9285,AR
normal risk,true,573-48-3812,AK
high risk,false,573-52-7346,AR
normal risk,false,573-53-9502,AL
normal risk,true,573-54-2292,AK
normal risk,false,573-62-3822,AK
high risk,true,573-91-7856,AR
normal risk,false,574-16-6052,AK
normal risk,false,574-30-9962,AL
normal risk,true,574-38-8946,AL
normal risk,true,574-58-6645,AK
normal risk,false,574-72-5554,AK
normal risk,true,574-75-2280,AR
normal risk,false,575-29-2078,AL
normal risk,true,575-48-6230,AL
high risk,true,575-97-5698,AK
normal risk,true,576-60-2411,AL
normal risk,false,576-68-2802,AL
normal risk,false,576-95-8399,AL
normal risk,false,577-09-6493,AK
normal risk,false,577-19-3729,AK
normal risk,false,577-37-6056,AK
high risk,true,577-40-5148,AK
normal risk,false,577-43-1962,AK
normal risk,true,577-53-4732,AL
normal risk,false,577-59-6132,AL
normal risk,false,577-70-6857,AL
normal risk,false,577-73-3168,AK
normal risk,false,577-74-5975,AR
normal risk,false,577-74-7355,AR
normal risk,true,577-77-2093,AK
normal risk,true,577-89-7180,AR
normal risk,true,577-90-4637,AR
normal risk,false,578-04-8251,AK
normal risk,false,578-21-8816,AK
normal risk,true,578-43-8415,AK
normal risk,false,578-52-7400,AK
high risk,true,578-56-7316,AL
normal risk,false,578-83-2334,AK
normal risk,false,578-95-3726,AL
normal risk,false,579-18-9477,AR
normal risk,false,579-33-4144,AR
normal risk,false,579-33-5639,AK
normal risk,true,579-42-5262,AR
normal risk,false,579-57-8187,AR
normal risk,false,579-76-0533,AK
high risk,true,579-78-1537,AL
normal risk,false,579-82-3494,AR
high risk,true,579-85-6274,AL
normal risk,false,579-86-5928,AK
normal risk,false,580-18-1198,AK
high risk,true,580-28-6974,AR
normal risk,false,580-36-7925,AR
normal risk,false,580-37-5552,AL
normal risk,true,580-53-9528,AK
normal risk,false,580-54-8078,AL
high risk,false,580-56-5967,AK
high risk,false,580-65-8436,AL
normal risk,false,580-66-3599,AK
normal risk,false,580-72-2177,AK
normal risk,false,580-76-3779,AR
high risk,true,580-90-3070,AR
normal risk,false,580-94-8585,AK
normal risk,true,581-25-4554,AK
normal risk,false,581-35-0115,AL
normal risk,false,581-37-8474,AK
normal risk,false,581-67-1375,AR
normal risk,true,581-67-6092,AL
normal risk,false,581-76-9129,AL
normal risk,false,581-79-5797,AK
normal risk,false,582-20-1688,AL
normal risk,false,582-27-3812,AL
high risk,true,582-31-6267,AK
normal risk,false,582-60-2213,AR
normal risk,false,582-67-3032,AK
normal risk,false,582-92-4559,AK
normal risk,false,582-93-8059,AR
normal risk,true,582-99-6329,AL
normal risk,false,583-15-3240,AK
normal risk,false,583-15-3391,AK
normal risk,false,583-39-2509,AK
normal risk,false,583-42-6491,AL
normal risk,false,583-47-2502,AR
normal risk,false,583-65-1926,AR
normal risk,false,583-88-8790,AL
normal risk,true,584-03-8181,AR
normal risk,true,584-39-5203,AR
normal risk,true,584-40-9947,AR
normal risk,false,584-68-1649,AL
normal risk,false,584-68-4455,AK
normal risk,false,584-69-4390,AR
normal risk,false,584-75-5690,AR
normal risk,true,584-85-9040,AL
normal risk,false,584-86-8201,AK
normal risk,false,584-93-6335,AK
high risk,true,584-96-9875,AR
high risk,true,585-11-4278,AK
normal risk,true,585-15-8804,AL
high risk,true,585-26-1504,AK
normal risk,false,585-27-7199,AK
high risk,false,585-33-0300,AL
normal risk,true,585-45-8240,AL
normal risk,false,585-46-3213,AL
normal risk,false,585-71-4452,AR
normal risk,false,585-90-8423,AR
normal risk,false,586-02-0441,AK
normal risk,true,586-08-6402,AR
normal risk,false,586-23-0270,AK
normal risk,false,586-35-6419,AR
high risk,true,586-41-5822,AR
normal risk,true,586-45-6726,AR
normal risk,true,586-54-3460,AL
normal risk,true,586-60-4790,AR
normal risk,true,586-67-4954,AL
normal risk,false,586-67-9726,AK
normal risk,false,586-68-4728,AR
normal risk,false,586-87-2547,AL
normal risk,false,587-23-3175,AK
normal risk,true,587-23-3380,AK
normal risk,false,587-43-6479,AR
normal risk,true,587-84-4358,AL
normal risk,false,588-09-4810,AL
normal risk,false,588-32-4616,AK
normal risk,true,588-43-2898,AK
normal risk,false,588-68-0818,AR
normal risk,false,588-84-6228,AK
normal risk,false,589-08-3098,AK
normal risk,false,589-17-2470,AL
high risk,true,589-30-5256,AR
high risk,false,589-31-5054,AR
normal risk,false,589-55-7903,AK
normal risk,false,589-58-4031,AR
normal risk,true,589-74-6309,AR
high risk,false,589-96-3241,AK
normal risk,false,589-99-6091,AR
high risk,true,590-01-5717,AK
high risk,true,590-07-2641,AL
normal risk,false,590-24-7309,AK
high risk,true,590-27-1465,AL
normal risk,true,590-47-0690,AK
normal risk,true,590-58-7611,AR
normal risk,false,590-70-1500,AR
high risk,false,590-76-1909,AL
normal risk,true,590-81-5748,AK
normal risk,false,591-08-7298,AK
normal risk,false,591-14-9733,AL
normal risk,false,591-29-1901,AR
normal risk,false,591-64-8920,AR
normal risk,false,591-80-8623,AR
normal risk,false,592-01-8853,AR
normal risk,false,592-25-0066,AL
normal risk,false,592-46-9370,AK
normal risk,false,592-50-3556,AK
normal risk,false,592-69-6137,AK
high risk,true,592-73-7939,AR
normal risk,false,592-93-3814,AK
normal risk,false,593-13-6129,AR
normal risk,false,593-29-3308,AR
normal risk,true,593-32-3995,AL
normal risk,false,593-40-5229,AR
normal risk,false,593-44-4008,AR
normal risk,false,593-55-0702,AK
normal risk,true,593-62-9209,AK
high risk,true,593-76-8504,AR
normal risk,true,593-79-3128,AL
normal risk,true,593-89-7181,AR
normal risk,false,593-91-4801,AL
normal risk,false,594-38-0402,AL
normal risk,true,594-38-2782,AK
normal risk,false,594-46-3166,AK
high risk,true,594-49-0726,AL
normal risk,false,594-66-8578,AR
normal risk,false,594-78-3573,AR
normal risk,false,594-81-2739,AL
normal risk,false,594-84-6472,AR
normal risk,false,595-07-2209,AL
normal risk,false,595-36-4495,AK
normal risk,false,595-54-5727,AL
normal risk,false,595-84-6698,AR
normal risk,false,595-99-7381,AR
high risk,false,596-12-7980,AR
high risk,true,596-27-6768,AK
normal risk,false,596-36-8467,AL
normal risk,true,596-47-2642,AR
normal risk,false,596-50-0937,AL
normal risk,false,596-56-4049,AR
high risk,true,596-59-0444,AL
normal risk,false,596-63-4806,AR
normal risk,false,596-72-5414,AK
normal risk,false,596-76-2586,AR
normal risk,true,596-88-0200,AL
normal risk,false,596-96-9797,AL
normal risk,true,597-19-4693,AK
normal risk,false,597-27-3484,AK
normal risk,false,597-28-0989,AK
normal risk,false,597-49-0606,AR
normal risk,false,597-49-8983,AR
normal risk,false,597-54-5816,AL
normal risk,true,597-75-0345,AL
normal risk,true,597-75-0468,AL
normal risk,true,597-80-5402,AR
high risk,true,597-83-2323,AL
normal risk,false,597-90-6332,AL
normal risk,true,597-92-2509,AR
normal risk,true,598-10-9318,AL
normal risk,false,598-30-8722,AR
normal risk,true,598-44-6445,AK
normal risk,false,598-64-9583,AR
normal risk,true,598-73-4943,AL
high risk,true,598-82-6079,AL
normal risk,false,598-90-3363,AK
normal risk,true,599-31-5481,AL
normal risk,true,599-53-3404,AK
normal risk,true,599-72-8931,AL
high risk,true,599-77-2182,AR
normal risk,false,599-77-9316,AK
normal risk,false,599-95-5782,AK
normal risk,false,600-33-2000,AL
normal risk,false,600-40-5471,AK
normal risk,false,600-55-7340,AR
high risk,true,600-80-7056,AL
normal risk,false,600-93-0214,AK
normal risk,false,600-94-4074,AR
normal risk,false,601-11-9896,AL
normal risk,false,601-30-5099,AR
normal risk,false,601-31-4731,AL
normal risk,true,601-46-8543,AK
normal risk,false,601-52-7184,AR
normal risk,false,601-53-7083,AL
normal risk,false,601-54-8007,AK
high risk,false,601-63-4524,AK
normal risk,false,601-64-4581,AK
normal risk,false,601-66-0700,AK
normal risk,false,601-71-7837,AL
high risk,true,601-94-4981,AK
normal risk,true,602-13-7029,AK
normal risk,false,602-29-1408,AL
normal risk,false,602-31-3557,AR
normal risk,false,602-51-5593,AR
normal risk,false,602-59-2229,AR
high risk,true,602-61-3216,AL
normal risk,false,602-72-7625,AK
normal risk,false,602-90-7782,AR
normal risk,false,602-99-0844,AR
normal risk,false,603-24-4348,AL
normal risk,false,603-29-5875,AK
normal risk,true,603-36-4068,AK
normal risk,false,603-45-3417,AL
normal risk,false,603-52-1780,AL
normal risk,false,603-66-5326,AR
high risk,true,603-90-4026,AL
normal risk,false,604-36-5748,AK
normal risk,false,604-52-9627,AR
normal risk,true,604-59-0049,AK
normal risk,false,604-91-9922,AK
normal risk,true,605-39-3959,AR
normal risk,false,605-53-8765,AR
normal risk,false,605-68-4555,AK
high risk,true,605-93-5389,AK
normal risk,true,606-05-8493,AK
normal risk,false,606-13-4026,AK
normal risk,false,606-14-2597,AR
normal risk,false,606-28-6488,AR
normal risk,true,606-45-1456,AK
normal risk,false,606-64-1482,AK
normal risk,true,606-71-2730,AK
normal risk,false,607-13-4330,AR
normal risk,true,607-17-8343,AK
normal risk,true,607-19-9194,AL
normal risk,false,607-36-4079,AR
high risk,true,607-36-5599,AK
normal risk,false,607-40-1909,AK
normal risk,false,607-57-4146,AK
normal risk,false,607-63-4495,AL
normal risk,false,607-78-8849,AR
normal risk,true,608-21-2465,AL
high risk,true,608-26-9173,AL
normal risk,false,608-32-5295,AK
normal risk,false,608-35-5864,AK
high risk,true,608-42-7527,AL
normal risk,false,608-55-0151,AL
high risk,true,608-82-6442,AR
high risk,true,609-32-7579,AR
high risk,false,609-48-6124,AR
normal risk,true,609-98-8400,AL
normal risk,false,610-20-4333,AL
normal risk,false,610-21-9016,AK
high risk,true,610-26-6936,AR
high risk,true,610-61-1160,AK
normal risk,true,610-63-9383,AL
normal risk,false,610-88-5946,AL
normal risk,false,611-12-2901,AK
normal risk,false,611-16-3087,AK
normal risk,false,611-18-5819,AL
normal risk,false,611-21-0044,AK
normal risk,true,611-22-5849,AK
normal risk,false,611-60-4511,AL
normal risk,true,611-73-5157,AK
normal risk,false,611-84-7557,AL
high risk,true,611-85-4517,AL
normal risk,false,611-98-0925,AL
high risk,true,612-01-6217,AK
normal risk,false,612-14-8160,AL
normal risk,true,612-18-8777,AR
high risk,false,612-26-8323,AL
normal risk,false,612-42-5219,AR
high risk,true,612-62-3717,AL
normal risk,false,612-76-6535,AK
normal risk,false,612-97-2444,AR
high risk,true,613-48-3176,AK
normal risk,false,613-59-8349,AR
normal risk,false,613-61-2000,AR
normal risk,false,613-65-6873,AL
normal risk,true,613-75-2673,AL
normal risk,true,614-03-8032,AK
normal risk,false,614-19-9711,AL
normal risk,true,614-51-9113,AK
normal risk,false,614-52-1126,AR
high risk,false,614-54-5340,AR
normal risk,false,614-65-0210,AL
high risk,true,614-78-6719,AL
normal risk,false,615-02-9330,AL
high risk,false,615-05-8058,AR
normal risk,true,615-30-9034,AR
normal risk,true,615-37-0653,AL
normal risk,false,615-73-6189,AR
high risk,false,615-76-1887,AL
